Date/Time,Building_type,Construction_period,retrofit_scenario,Hot water + Space Heating demand [J](Hourly),Space Heating demand [J](Hourly),Hot water demand [J](Hourly),,Electricity demand [J](Hourly) ,G [W](msquared)
 07/24  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,29320250.56,4211252.116,0
 07/24  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,26936736.66,4211252.116,0
 07/24  23:00:00,SFH,2011-2015,No retrofit,0,0,0,294819.0112,1551976.059,0
 07/24  24:00:00,SFH,2011-2015,No retrofit,0,0,0,207850.3885,969985.0368,0
 07/25  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/25  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/25  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/25  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,35.88
 07/25  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,160.6
 07/25  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,319.54
 07/25  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,26512861.21,8867180.293,484.08
 07/25  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,20460158.82,4211252.116,593.41
 07/25  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,692.41
 07/25  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,691.16
 07/25  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,788.52
 07/25  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,754.6
 07/25  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,23734980.53,8867180.293,716.2
 07/25  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,16947408.25,4211252.116,617.16
 07/25  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,477.6
 07/25  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,329.78
 07/25  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,172.13
 07/25  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,17304808.25,4211252.116,37.12
 07/25  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15727815.54,8867180.293,0
 07/25  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,14376592.08,10419156.35,0
 07/25  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11256554.82,4211252.116,0
 07/25  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,10461359.27,4211252.116,0
 07/25  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 07/25  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/26  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/26  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/26  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/26  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,22.33
 07/26  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,91.2
 07/26  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,212.47
 07/26  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,6728682.296,8867180.293,326.46
 07/26  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,8826684.696,4211252.116,393.23
 07/26  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,497.21
 07/26  10:00:00,SFH,2011-2015,No retrofit,0,0,0,120673.2971,969985.0368,630.89
 07/26  11:00:00,SFH,2011-2015,No retrofit,0,0,0,1517148.039,969985.0368,661.88
 07/26  12:00:00,SFH,2011-2015,No retrofit,0,0,0,2834304.291,969985.0368,593.59
 07/26  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,28811618.74,8867180.293,557.82
 07/26  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,25533384.2,4211252.116,506.9
 07/26  15:00:00,SFH,2011-2015,No retrofit,0,0,0,4392298.667,969985.0368,351.21
 07/26  16:00:00,SFH,2011-2015,No retrofit,0,0,0,8318557.916,969985.0368,230.05
 07/26  17:00:00,SFH,2011-2015,No retrofit,0,0,0,7689015.907,969985.0368,125.34
 07/26  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,29665185.18,4211252.116,35.06
 07/26  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,25303751.43,8867180.293,0
 07/26  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,22682445.87,10419156.35,0
 07/26  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,17344449.68,4211252.116,0
 07/26  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,14340276.02,4211252.116,0
 07/26  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 07/26  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/27  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/27  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/27  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/27  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,36.24
 07/27  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,172.55
 07/27  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,339.19
 07/27  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,11926469.07,8867180.293,510.95
 07/27  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,12390157.87,4211252.116,656.25
 07/27  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,772.33
 07/27  10:00:00,SFH,2011-2015,No retrofit,0,0,0,962545.827,969985.0368,849.99
 07/27  11:00:00,SFH,2011-2015,No retrofit,0,0,0,3005064.955,969985.0368,885.33
 07/27  12:00:00,SFH,2011-2015,No retrofit,0,0,0,4889407.563,969985.0368,859.65
 07/27  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,33144679.49,8867180.293,786.52
 07/27  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,29878764.19,4211252.116,669.9
 07/27  15:00:00,SFH,2011-2015,No retrofit,0,0,0,6896487.608,969985.0368,522.72
 07/27  16:00:00,SFH,2011-2015,No retrofit,0,0,0,11500676.06,969985.0368,354.73
 07/27  17:00:00,SFH,2011-2015,No retrofit,0,0,0,11047526.03,969985.0368,187.26
 07/27  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,34991342.57,4211252.116,43.19
 07/27  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,30965061.51,8867180.293,0
 07/27  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,28313664.12,10419156.35,0
 07/27  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,22725080.24,4211252.116,0
 07/27  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,20006458.36,4211252.116,0
 07/27  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 07/27  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/28  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/28  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/28  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/28  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,34.95
 07/28  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,167
 07/28  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,325.78
 07/28  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,20383468.01,8867180.293,506.57
 07/28  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,18564207.79,4211252.116,651.77
 07/28  09:00:00,SFH,2011-2015,No retrofit,0,0,0,499352.0435,969985.0368,726.6
 07/28  10:00:00,SFH,2011-2015,No retrofit,0,0,0,3641257.81,969985.0368,752.43
 07/28  11:00:00,SFH,2011-2015,No retrofit,0,0,0,6572198.578,969985.0368,740.45
 07/28  12:00:00,SFH,2011-2015,No retrofit,0,0,0,8776794.182,969985.0368,556.72
 07/28  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,40268693.05,8867180.293,508.61
 07/28  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,35560370.07,4211252.116,394.44
 07/28  15:00:00,SFH,2011-2015,No retrofit,0,0,0,10222833.99,969985.0368,300.52
 07/28  16:00:00,SFH,2011-2015,No retrofit,0,0,0,15352342.68,969985.0368,176.54
 07/28  17:00:00,SFH,2011-2015,No retrofit,0,0,0,14673850.61,969985.0368,86.45
 07/28  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,40465422.78,4211252.116,23.84
 07/28  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,36320540.56,8867180.293,0
 07/28  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,33308611.33,10419156.35,0
 07/28  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,27451632.61,4211252.116,0
 07/28  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,25096411.24,4211252.116,0
 07/28  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 07/28  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/29  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/29  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/29  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/29  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,28.5
 07/29  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,108.94
 07/29  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,270.25
 07/29  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,27046110.9,8867180.293,421.27
 07/29  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,21559275.54,4211252.116,571.57
 07/29  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,675.06
 07/29  10:00:00,SFH,2011-2015,No retrofit,0,0,0,171963.6311,969985.0368,688.53
 07/29  11:00:00,SFH,2011-2015,No retrofit,0,0,0,1239501.003,969985.0368,744.21
 07/29  12:00:00,SFH,2011-2015,No retrofit,0,0,0,2780679.261,969985.0368,767.27
 07/29  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,34751807.86,8867180.293,715.87
 07/29  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,26381819.04,4211252.116,624.71
 07/29  15:00:00,SFH,2011-2015,No retrofit,0,0,0,1731888.077,969985.0368,496.15
 07/29  16:00:00,SFH,2011-2015,No retrofit,0,0,0,3631240.509,969985.0368,338.96
 07/29  17:00:00,SFH,2011-2015,No retrofit,0,0,0,3827234.579,969985.0368,173.3
 07/29  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,29564193.18,4211252.116,38.2
 07/29  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,27350176.43,8867180.293,0
 07/29  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,26053904.83,10419156.35,0
 07/29  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,21805046.96,4211252.116,0
 07/29  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,20760263.82,4211252.116,0
 07/29  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 07/29  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/30  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/30  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/30  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/30  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,30.28
 07/30  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,160.66
 07/30  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,325.87
 07/30  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,18471557.58,8867180.293,492.66
 07/30  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,14366907.9,4211252.116,638.71
 07/30  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,756.08
 07/30  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,833.59
 07/30  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,866.01
 07/30  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,833
 07/30  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,22395862.41,8867180.293,760.83
 07/30  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,16692884.55,4211252.116,648.24
 07/30  15:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,495.25
 07/30  16:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,322.2
 07/30  17:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,153.52
 07/30  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,17186257.17,4211252.116,32.49
 07/30  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,16138970.68,8867180.293,0
 07/30  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15131403.28,10419156.35,0
 07/30  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11598906.46,4211252.116,0
 07/30  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,10499295.9,4211252.116,0
 07/30  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 07/30  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/31  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/31  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/31  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 07/31  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,28.96
 07/31  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,152.19
 07/31  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,324.39
 07/31  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,10591076.14,8867180.293,491.55
 07/31  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,7931761.312,4211252.116,632.91
 07/31  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,740.39
 07/31  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,810.97
 07/31  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,849.26
 07/31  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,817.64
 07/31  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,21359524.17,8867180.293,743.42
 07/31  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,19753228.2,4211252.116,627.14
 07/31  15:00:00,SFH,2011-2015,No retrofit,0,0,0,114461.909,969985.0368,484.77
 07/31  16:00:00,SFH,2011-2015,No retrofit,0,0,0,1582003.47,969985.0368,327.96
 07/31  17:00:00,SFH,2011-2015,No retrofit,0,0,0,1964554.216,969985.0368,168.02
 07/31  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,24462921.07,4211252.116,34.58
 07/31  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,21022486.45,8867180.293,0
 07/31  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,19534491.84,10419156.35,0
 07/31  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15804414.11,4211252.116,0
 07/31  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,14927767.16,4211252.116,0
 07/31  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 07/31  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/01  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/01  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/01  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/01  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,25.29
 08/01  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,129.8
 08/01  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,289.14
 08/01  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,11849392.31,8867180.293,427.27
 08/01  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,9606756.224,4211252.116,544.02
 08/01  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,650.89
 08/01  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,676.65
 08/01  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,695.26
 08/01  12:00:00,SFH,2011-2015,No retrofit,0,0,0,285828.438,969985.0368,597.33
 08/01  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,26814853.01,8867180.293,518.34
 08/01  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,20246814.13,4211252.116,364.06
 08/01  15:00:00,SFH,2011-2015,No retrofit,0,0,0,429557.3914,969985.0368,286.38
 08/01  16:00:00,SFH,2011-2015,No retrofit,0,0,0,1126093.668,969985.0368,181.29
 08/01  17:00:00,SFH,2011-2015,No retrofit,0,0,0,1104782.101,969985.0368,97.15
 08/01  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,20566253.21,4211252.116,27.37
 08/01  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,17653324.52,8867180.293,0
 08/01  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,16128944.36,10419156.35,0
 08/01  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,12135350.22,4211252.116,0
 08/01  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,10014300.95,4211252.116,0
 08/01  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 08/01  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/02  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/02  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/02  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/02  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,18.88
 08/02  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,79.4
 08/02  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,174.84
 08/02  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,4841997.779,8867180.293,277.88
 08/02  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,2920819.904,4211252.116,344.4
 08/02  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,318.96
 08/02  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,367.97
 08/02  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,480.29
 08/02  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,465.56
 08/02  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,20362732.83,8867180.293,223.51
 08/02  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,18523475.99,4211252.116,214.3
 08/02  15:00:00,SFH,2011-2015,No retrofit,0,0,0,608229.9073,969985.0368,182.7
 08/02  16:00:00,SFH,2011-2015,No retrofit,0,0,0,2084847.934,969985.0368,109.33
 08/02  17:00:00,SFH,2011-2015,No retrofit,0,0,0,1564910.135,969985.0368,53.37
 08/02  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,20176668.37,4211252.116,14.35
 08/02  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,17081095.94,8867180.293,0
 08/02  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15651741.69,10419156.35,0
 08/02  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,12463107.03,4211252.116,0
 08/02  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,11850331.45,4211252.116,0
 08/02  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 08/02  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/03  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/03  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/03  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/03  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,16.31
 08/03  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,60.92
 08/03  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,144.14
 08/03  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,5506115.933,8867180.293,243.16
 08/03  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,2976154.938,4211252.116,302.95
 08/03  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,222.73
 08/03  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,257.48
 08/03  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,257.37
 08/03  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,201.65
 08/03  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,9431154.262,8867180.293,174.58
 08/03  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,12440721.69,4211252.116,152.69
 08/03  15:00:00,SFH,2011-2015,No retrofit,0,0,0,441164.8589,969985.0368,123.05
 08/03  16:00:00,SFH,2011-2015,No retrofit,0,0,0,1900154.963,969985.0368,60.16
 08/03  17:00:00,SFH,2011-2015,No retrofit,0,0,0,1840560.672,969985.0368,31.39
 08/03  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,19631998.22,4211252.116,13.55
 08/03  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,17348488.37,8867180.293,0
 08/03  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15567319.11,10419156.35,0
 08/03  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11488559.06,4211252.116,0
 08/03  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,9395512.925,4211252.116,0
 08/03  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 08/03  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/04  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/04  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/04  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/04  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,11.52
 08/04  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,42.51
 08/04  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,79.8
 08/04  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,3721148.074,8867180.293,192.27
 08/04  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,3932816.251,4211252.116,219.34
 08/04  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,207.35
 08/04  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,266.15
 08/04  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,329.93
 08/04  12:00:00,SFH,2011-2015,No retrofit,0,0,0,632817.19,969985.0368,334.22
 08/04  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,21200085.56,8867180.293,305.73
 08/04  14:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,19422954.19,4211252.116,335.15
 08/04  15:00:00,SFH,2011-2015,No retrofit,0,0,0,825645.8216,969985.0368,233.95
 08/04  16:00:00,SFH,2011-2015,No retrofit,0,0,0,2095690.529,969985.0368,149.97
 08/04  17:00:00,SFH,2011-2015,No retrofit,0,0,0,2095964.064,969985.0368,72
 08/04  18:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,21616270.82,4211252.116,18.3
 08/04  19:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,18092196.42,8867180.293,0
 08/04  20:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15919970.82,10419156.35,0
 08/04  21:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,11930104.7,4211252.116,0
 08/04  22:00:00,SFH,2011-2015,No retrofit,2386163.191,0,2386163.191,9788563.994,4211252.116,0
 08/04  23:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,0
 08/04  24:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/05  01:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/05  02:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/05  03:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,0
 08/05  04:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,20.09
 08/05  05:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,123.29
 08/05  06:00:00,SFH,2011-2015,No retrofit,0,0,0,0,1551976.059,275.41
 08/05  07:00:00,SFH,2011-2015,No retrofit,1431697.914,0,1431697.914,6445669.253,8867180.293,463.38
 08/05  08:00:00,SFH,2011-2015,No retrofit,954465.2762,0,954465.2762,4530850.264,4211252.116,630.24
 08/05  09:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,747.1
 08/05  10:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,782.14
 08/05  11:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,874.14
 08/05  12:00:00,SFH,2011-2015,No retrofit,0,0,0,0,969985.0368,825.04
 08/05  13:00:00,SFH,2011-2015,No retrofit,1908930.552,0,1908930.552,15461447.95,8867180.293,762.93
